date,eu_a_q2,eu_a_q3,eu_a_q4,eu_a_q5,eu_a_q6,eu_a_q7,eu_a_q8,eu_a_q9,eu_a_q10,eu_a_q11,eu_a_q12,ue_a_q2,ue_a_q3,ue_a_q4,ue_a_q5,ue_a_q6,ue_a_q7,ue_a_q8,ue_a_q9,ue_a_q10,ue_a_q11,ue_a_q12,en_a_q2,en_a_q3,en_a_q4,en_a_q5,en_a_q6,en_a_q7,en_a_q8,en_a_q9,en_a_q10,en_a_q11,en_a_q12,ne_a_q2,ne_a_q3,ne_a_q4,ne_a_q5,ne_a_q6,ne_a_q7,ne_a_q8,ne_a_q9,ne_a_q10,ne_a_q11,ne_a_q12,empchangeipums_a_q2,empchangeipums_a_q3,empchangeipums_a_q4,empchangeipums_a_q5,empchangeipums_a_q6,empchangeipums_a_q7,empchangeipums_a_q8,empchangeipums_a_q9,empchangeipums_a_q10,empchangeipums_a_q11,empchangeipums_a_q12,smigirs_a_q2,smigirs_a_q3,smigirs_a_q4,smigirs_a_q5,smigirs_a_q6,smigirs_a_q7,smigirs_a_q8,smigirs_a_q9,smigirs_a_q10,smigirs_a_q11,smigirs_a_q12,jdr_a_q2,jdr_a_q3,jdr_a_q4,jdr_a_q5,jdr_a_q6,jdr_a_q7,jdr_a_q8,jdr_a_q9,jdr_a_q10,jdr_a_q11,jdr_a_q12,jcr_a_q2,jcr_a_q3,jcr_a_q4,jcr_a_q5,jcr_a_q6,jcr_a_q7,jcr_a_q8,jcr_a_q9,jcr_a_q10,jcr_a_q11,jcr_a_q12
1983, 0.015491870304, 0.017410424981, 0.017699472466, 0.017496401328, 0.017193127419, 0.017491982434, 0.017655975878, 0.018233570322, 0.018931516598, 0.019200466760, 0.019103871029, 0.278266789721, 0.240586672630, 0.241569570179, 0.245954967216, 0.252473227222, 0.249755291728, 0.248360379562, 0.234733875725, 0.226607028441, 0.219837307490, 0.225862924035, 0.030835596364, 0.029844571622, 0.029886498248, 0.030193521711, 0.030514047538, 0.030330572915, 0.030190541330, 0.029954033976, 0.029700205120, 0.029722480293, 0.029969842435, 0.047287253454, 0.044333407361, 0.045108352839, 0.045663464997, 0.045358818486, 0.044934257348, 0.044736975592, 0.043987091093, 0.043534592351, 0.043144541580, 0.043347520387, 0.155916684570, 0.154385745797, 0.151902455418, 0.152919430392, 0.150610493108, 0.150510737703, 0.149135083841, 0.141076357967, 0.139869770406, 0.137528829802, 0.137710196064, 0.028853686283, 0.028655781032, 0.028547829052, 0.028483076482, 0.028473830508, 0.028483304671, 0.028611228730, 0.027800354851, 0.027774251970, 0.027603404557, 0.027642212985, 0.158019666611, 0.157803663617, 0.162013314135, 0.161020121481, 0.162022593432, 0.163356730644, 0.165832254465, 0.166673099900, 0.163745599584, 0.165740407428, 0.167564690405, 0.187927776384, 0.187234253353, 0.188904368757, 0.187652045750, 0.181594988164, 0.177065700139, 0.175066838841, 0.174700020497, 0.178122468150, 0.176350793972, 0.179427208557
1984, 0.015559396285, 0.017452283039, 0.017611436580, 0.017287780109, 0.017000645414, 0.017071029158, 0.017392226223, 0.017901304314, 0.017861987633, 0.018486908100, 0.018410417340, 0.277928145763, 0.240752142704, 0.241293339680, 0.248282821997, 0.254454202197, 0.253814097582, 0.251082026806, 0.239071948410, 0.239529749637, 0.223799931341, 0.228571405032, 0.030271780012, 0.029294013972, 0.029317099352, 0.029806435905, 0.030109904428, 0.030066694075, 0.029792428635, 0.029583976643, 0.029598275320, 0.029650032907, 0.029845910282, 0.047335434023, 0.044421106790, 0.044847802481, 0.045732544861, 0.045444110610, 0.045344121650, 0.044957726196, 0.044296795724, 0.044322285864, 0.043415981483, 0.043576713257, 0.156733264536, 0.154469385672, 0.151716637081, 0.152578786834, 0.151748834837, 0.152990374276, 0.150764519570, 0.143160553572, 0.142660768640, 0.144318984460, 0.145351995461, 0.028624013502, 0.028331360705, 0.028211695013, 0.028156800434, 0.028153476951, 0.028035563071, 0.028242548546, 0.027477432881, 0.027466620714, 0.027587641249, 0.027808683096, 0.157987157260, 0.157138641154, 0.163003998509, 0.161934584252, 0.162725926003, 0.163173755644, 0.160021626836, 0.162863161467, 0.158822813325, 0.160354641854, 0.160762264931, 0.187246372999, 0.184522033614, 0.186849025754, 0.185500594439, 0.180719211226, 0.179198865786, 0.181744051667, 0.180504433793, 0.185227876499, 0.183867394057, 0.184554797051
1985, 0.015615954272, 0.017407312658, 0.017425262540, 0.017016837150, 0.016791410011, 0.016618192629, 0.017006916109, 0.017268731936, 0.016509074247, 0.017167071245, 0.017157315382, 0.277437165858, 0.242255164261, 0.242316202313, 0.251136301099, 0.255981402056, 0.257556726699, 0.254250282844, 0.248073571136, 0.256918982663, 0.240356597892, 0.240965166105, 0.029727349450, 0.028802027643, 0.028804631291, 0.029422130061, 0.029660380758, 0.029766723273, 0.029434798021, 0.029327592405, 0.029603864446, 0.029658361520, 0.029683344314, 0.047377083931, 0.044619071855, 0.044667196060, 0.045783661464, 0.045557214053, 0.045803291130, 0.045335662369, 0.044995749768, 0.045488257803, 0.044533983468, 0.044554483686, 0.157456989250, 0.154585272601, 0.151832524010, 0.152408594057, 0.153238546054, 0.155455474241, 0.153229619534, 0.149724143195, 0.150223928127, 0.154718718787, 0.155751729788, 0.028377825281, 0.028006596979, 0.027886931287, 0.027850251902, 0.027853575385, 0.027643025001, 0.027850010476, 0.027497287324, 0.027508099491, 0.027836140004, 0.028057181852, 0.157914098809, 0.156487827819, 0.163338803620, 0.162383034797, 0.162762267880, 0.162170193024, 0.154789731374, 0.158051812426, 0.155640600960, 0.155467545243, 0.154070701762, 0.186450555727, 0.181871212794, 0.184589234200, 0.183384099143, 0.181092726679, 0.183102772970, 0.189062125501, 0.187639044489, 0.190457915243, 0.190611613428, 0.188256019636
1986, 0.015660036989, 0.017278075470, 0.017153546147, 0.016705548932, 0.016577604686, 0.016198021391, 0.016545740919, 0.016468366526, 0.015315325431, 0.015666414683, 0.015729341038, 0.276782758910, 0.245004733425, 0.244581275090, 0.254255942188, 0.257005845283, 0.260457963730, 0.257500295477, 0.259325698196, 0.272751644027, 0.263914407244, 0.259989077579, 0.029208396185, 0.028372602351, 0.028354539249, 0.029031866701, 0.029167089132, 0.029400124879, 0.029103212298, 0.029134894759, 0.029554232338, 0.029583310490, 0.029422168813, 0.047411244215, 0.044920079015, 0.044586211948, 0.045810850285, 0.045682326970, 0.046221572783, 0.045803271188, 0.045903725510, 0.046651275376, 0.046142100618, 0.046009872036, 0.158042905699, 0.154722042784, 0.152238752405, 0.152441041304, 0.154749978588, 0.157288923177, 0.155913269314, 0.158186065070, 0.159392652631, 0.163572702855, 0.163754069117, 0.028117588396, 0.027688298722, 0.027580346742, 0.027567466655, 0.027576712628, 0.027335579081, 0.027463503140, 0.027692193225, 0.027718296106, 0.028023366114, 0.028062174543, 0.157788856533, 0.155876873782, 0.162930777551, 0.162258344245, 0.162129154161, 0.160700245059, 0.152367847772, 0.154236471729, 0.155090766935, 0.153353129064, 0.151480755565, 0.185535631464, 0.179396808787, 0.182195338806, 0.181347463324, 0.182128045537, 0.186979076472, 0.193707069275, 0.192891883132, 0.191893153736, 0.193436424260, 0.190278911301
1987, 0.015690345458, 0.017070218569, 0.016812059299, 0.016374066446, 0.016363909875, 0.015859556775, 0.016069190157, 0.015679792998, 0.014629638803, 0.014492413970, 0.014589661685, 0.275956179183, 0.248855684707, 0.247977821631, 0.257436440805, 0.257654735792, 0.262241572625, 0.260458451609, 0.269645039048, 0.281872975591, 0.285327049825, 0.279260762695, 0.028720452849, 0.028007682756, 0.027970236496, 0.028632438344, 0.028643172678, 0.028952807752, 0.028773804897, 0.028933251187, 0.029315170895, 0.029303805567, 0.029054773826, 0.047437083358, 0.045312602441, 0.044620469248, 0.045817759814, 0.045807557274, 0.046524054288, 0.046271868342, 0.046777418379, 0.047458263695, 0.047657276967, 0.047452928131, 0.158447409017, 0.154860911250, 0.152890160846, 0.152687871947, 0.155972476318, 0.158085160394, 0.158085160394, 0.165047131636, 0.166253719197, 0.167188379456, 0.166368577284, 0.027845844551, 0.027382216121, 0.027296544945, 0.027309425032, 0.027322577994, 0.027121928084, 0.027121928084, 0.027822445847, 0.027848548728, 0.027916762457, 0.027741342653, 0.157599903681, 0.155325597266, 0.161776554999, 0.161506843048, 0.160902040433, 0.159126385330, 0.153541040963, 0.152977088818, 0.156517122781, 0.154623664247, 0.154057109601, 0.184497535483, 0.177195396496, 0.179754716761, 0.179414635227, 0.183068926269, 0.189097131854, 0.193607017234, 0.193853041038, 0.189714499750, 0.191396161271, 0.190440740979
1988, 0.015705814466, 0.016792221600, 0.016418777606, 0.016039258200, 0.016148501153, 0.015627795165, 0.015640813422, 0.015076117414, 0.014580837775, 0.014026202351, 0.014098487746, 0.274951273584, 0.253614405521, 0.252344520103, 0.260540383370, 0.258192426786, 0.262927984879, 0.262817252856, 0.276139459103, 0.281906467435, 0.295867147076, 0.291358002986, 0.028268411122, 0.027707230165, 0.027653061741, 0.028226857524, 0.028111400221, 0.028431074745, 0.028419958647, 0.028651184483, 0.028831307608, 0.028785371217, 0.028600262932, 0.047453913125, 0.045781258441, 0.044780043247, 0.045817491694, 0.045927229075, 0.046666957422, 0.046651296646, 0.047384435247, 0.047705539351, 0.048509911333, 0.048358016389, 0.158629496068, 0.154975553887, 0.153710254240, 0.153134184192, 0.156678454757, 0.157742228763, 0.159117882626, 0.167432935800, 0.167932720732, 0.164966697070, 0.163821595555, 0.027565171634, 0.027092824631, 0.027037820349, 0.027074499734, 0.027088692511, 0.026987661712, 0.026859737654, 0.027696403341, 0.027707215508, 0.027490748046, 0.027245721270, 0.157336262090, 0.154846402344, 0.159957423670, 0.160138318549, 0.159211506194, 0.157698120524, 0.157339322576, 0.154656401243, 0.158479727956, 0.157965539301, 0.159243815346, 0.183333167294, 0.175338949009, 0.177366669697, 0.177594761214, 0.183194674306, 0.188332496361, 0.188622207705, 0.189792630618, 0.185322900772, 0.185779573712, 0.187935219034
1989, 0.015705633919, 0.016455035582, 0.015992844412, 0.015713796759, 0.015925102355, 0.015499975650, 0.015312744127, 0.014771023569, 0.015043787452, 0.014358319225, 0.014361576028, 0.273764684825, 0.259046552087, 0.257474884480, 0.263501022721, 0.258959435808, 0.262825748568, 0.264418321568, 0.277198495140, 0.274022447786, 0.291276308455, 0.291073149933, 0.027856451484, 0.027469349882, 0.027402308591, 0.027824201026, 0.027600875185, 0.027861871179, 0.028021745418, 0.028243563506, 0.028144364833, 0.028087592519, 0.028079252505, 0.047461201850, 0.046307407694, 0.045068258504, 0.045831058901, 0.046043320856, 0.046647266810, 0.046872503642, 0.047575813469, 0.047398972760, 0.048393087837, 0.048386244243, 0.158551966474, 0.155032497304, 0.154596504759, 0.153734355007, 0.156765687028, 0.156467035839, 0.158692890546, 0.164376551379, 0.163876766447, 0.159089549632, 0.158563204237, 0.027278145602, 0.026823181994, 0.026804228811, 0.026859123389, 0.026871262140, 0.026899626217, 0.026692640743, 0.027264534139, 0.027253721971, 0.026904339501, 0.026791713054, 0.156987936272, 0.154443204068, 0.157630379797, 0.158229764883, 0.157216326967, 0.156484272808, 0.161511301911, 0.158201351244, 0.159713267918, 0.160995219186, 0.162902192713, 0.182040717349, 0.173870319497, 0.175134783437, 0.175890551948, 0.182013867230, 0.184499131943, 0.180440058131, 0.181884022236, 0.180116488465, 0.178977932705, 0.182193794084
1990, 0.015689265682, 0.016071628410, 0.015553534130, 0.015405838151, 0.015685672144, 0.015447510949, 0.015112304095, 0.014783766219, 0.015707175714, 0.015245053229, 0.015177296044, 0.272396006422, 0.264886461578, 0.263124697076, 0.266314246885, 0.260299780515, 0.262465736350, 0.265316973022, 0.273067779256, 0.262315650902, 0.273947695454, 0.278174371010, 0.027487985967, 0.027290477431, 0.027215327339, 0.027438629042, 0.027142876526, 0.027289089683, 0.027575317876, 0.027709844141, 0.027374018902, 0.027335744680, 0.027509257135, 0.047458584963, 0.046869891472, 0.045480864271, 0.045884603741, 0.046165704249, 0.046504042180, 0.046907291209, 0.047333828310, 0.046735155247, 0.047405358345, 0.047547738060, 0.158182540315, 0.154992030584, 0.155428023129, 0.154411048156, 0.156268650807, 0.154695592804, 0.156921447511, 0.157250173545, 0.156043585984, 0.152791512410, 0.153317857804, 0.026987303774, 0.026574864924, 0.026593818108, 0.026658570678, 0.026666009314, 0.026815408816, 0.026608423341, 0.026641499954, 0.026615397073, 0.026378053008, 0.026490679455, 0.156546327627, 0.154110944982, 0.155010155877, 0.155921614532, 0.155078935679, 0.155379293481, 0.163560508188, 0.161464151412, 0.159638594960, 0.161677365124, 0.162398769299, 0.180619973485, 0.172800665389, 0.173157413760, 0.174306677841, 0.179398246071, 0.178378555607, 0.171772635152, 0.172687169609, 0.174821369684, 0.173010650689, 0.174227204454
1991, 0.015656455597, 0.015656455597, 0.015119274842, 0.015119274842, 0.015423227514, 0.015423227514, 0.015033634023, 0.015033634023, 0.016210252548, 0.016210252548, 0.016112787181, 0.270847886332, 0.270847886332, 0.269021218827, 0.269021218827, 0.262488370177, 0.262488370177, 0.265802214248, 0.265802214248, 0.252101734155, 0.252101734155, 0.258181598360, 0.027165614863, 0.027165614863, 0.027087696258, 0.027087696258, 0.026766453057, 0.026766453057, 0.027099121197, 0.027099121197, 0.026671208986, 0.026671208986, 0.026920798090, 0.047445872544, 0.047445872544, 0.046005673897, 0.046005673897, 0.046311002243, 0.046311002243, 0.046779677613, 0.046779677613, 0.046016841818, 0.046016841818, 0.046221648011, 0.157494863760, 0.154809621544, 0.156074921191, 0.155057946217, 0.155336886360, 0.152953032679, 0.154328686542, 0.149144956184, 0.147938368623, 0.148501479767, 0.149646581282, 0.026695110291, 0.026347987635, 0.026402991916, 0.026467744486, 0.026468861482, 0.026695265436, 0.026567341377, 0.026045751289, 0.026019648408, 0.026060745599, 0.026305772374, 0.156004615962, 0.153835748119, 0.152344263732, 0.153405972835, 0.152948069688, 0.154177822521, 0.161881348531, 0.162164344098, 0.158240229416, 0.159382918904, 0.158232420304, 0.179072596448, 0.172108990166, 0.171517266212, 0.172855982049, 0.175622688612, 0.171447777121, 0.165227566326, 0.165104109670, 0.169691667530, 0.168676796114, 0.166736630735
1992, 0.015607240464, 0.015224877735, 0.014706783455, 0.014854479434, 0.015134313427, 0.015372474622, 0.015037267768, 0.015365805643, 0.016289215138, 0.016751337622, 0.016683580437, 0.269126076960, 0.276635621804, 0.274873857302, 0.271684307493, 0.265669841124, 0.263503885289, 0.266355121961, 0.258604315727, 0.247852187372, 0.236220142821, 0.240446818377, 0.026891098076, 0.027088606611, 0.027013456519, 0.026790154815, 0.026494402298, 0.026348189141, 0.026634417334, 0.026499891069, 0.026164065829, 0.026202340050, 0.026375852505, 0.047423053762, 0.048011747254, 0.046622720053, 0.046218980582, 0.046500081090, 0.046161743158, 0.046564992186, 0.046138455085, 0.045539782022, 0.044869578924, 0.045011958639, 0.156469376547, 0.154437788757, 0.156408539160, 0.155546389408, 0.154185861730, 0.151693780946, 0.151693780946, 0.143481575934, 0.142981791002, 0.146965287443, 0.147785089615, 0.026403924396, 0.026141299987, 0.026226971164, 0.026281865743, 0.026276417607, 0.026513100314, 0.026513100314, 0.025686783272, 0.025675971105, 0.025966696150, 0.026142115953, 0.155358096373, 0.153595709279, 0.149883924408, 0.150907384918, 0.150950551952, 0.152687918326, 0.156493940959, 0.158998918484, 0.155639348171, 0.154959540167, 0.153031706401, 0.177402354636, 0.171743840275, 0.170271245564, 0.171561733505, 0.171300913028, 0.165402694582, 0.162329522241, 0.161236727214, 0.165164294178, 0.165768060747, 0.162517021303
1993, 0.015541949827, 0.014792548165, 0.014330356994, 0.014609404647, 0.014820710243, 0.015245836948, 0.015058605424, 0.015600325982, 0.015873089865, 0.016558558092, 0.016561814895, 0.267239430199, 0.281957562938, 0.280385895331, 0.274359757091, 0.269818170178, 0.265951857418, 0.267544430418, 0.254764256846, 0.251588209493, 0.234334348823, 0.234131190300, 0.026665341548, 0.027052443151, 0.026985401860, 0.026563509425, 0.026340183584, 0.026079187590, 0.026239061829, 0.026017243740, 0.025918045067, 0.025974817382, 0.025966477368, 0.047390298139, 0.048544092294, 0.047304943103, 0.046542142706, 0.046754404660, 0.046150458706, 0.046375695538, 0.045672385711, 0.045495545002, 0.044501429925, 0.044494586331, 0.155094018611, 0.153828351113, 0.156311641492, 0.155735571444, 0.153032153228, 0.151166310569, 0.149790656706, 0.142485167702, 0.142984952634, 0.147595989468, 0.147414623205, 0.026115972158, 0.025952358663, 0.026060310644, 0.026096990028, 0.026086164384, 0.026263370795, 0.026391294854, 0.025656212125, 0.025667024293, 0.026003548728, 0.025964740300, 0.154604460775, 0.153362288506, 0.147854256417, 0.148657760066, 0.149191034073, 0.150840130850, 0.149059048220, 0.152393020232, 0.151877968541, 0.149926806267, 0.149055750297, 0.175615309271, 0.171627053997, 0.169441825272, 0.170454968192, 0.167232861714, 0.161634311414, 0.163072446287, 0.161618002884, 0.162220133461, 0.163953044141, 0.162484122201
1994, 0.015461202553, 0.014374795419, 0.014001351426, 0.014380870832, 0.014490113785, 0.015010819773, 0.015023838031, 0.015588534039, 0.015093254400, 0.015647889824, 0.015720175219, 0.265199837165, 0.286536705228, 0.285266819810, 0.277070956544, 0.274722999960, 0.269987441867, 0.269876709844, 0.256554503597, 0.262321511929, 0.248360832289, 0.243851688199, 0.026488398928, 0.027049579885, 0.026995411461, 0.026421615678, 0.026306158374, 0.025986483850, 0.025975367752, 0.025744141916, 0.025924265040, 0.025970201432, 0.025785093147, 0.047347953577, 0.049020608261, 0.048019393067, 0.046981944620, 0.047091682001, 0.046351953653, 0.046336292876, 0.045603154275, 0.045924258380, 0.045119886397, 0.044967991452, 0.153364757082, 0.152934950863, 0.155687699453, 0.155485410554, 0.152028411694, 0.151338707696, 0.149112852989, 0.146214783159, 0.147421370720, 0.149427132025, 0.148394121024, 0.025833322138, 0.025777760864, 0.025897426556, 0.025910306644, 0.025896463340, 0.025961967240, 0.026168952714, 0.025877347173, 0.025903450054, 0.026049835284, 0.025828793437, 0.153744014941, 0.153102219974, 0.146427206394, 0.146868096719, 0.147756041152, 0.148751259964, 0.142173745396, 0.144482730693, 0.147161737738, 0.145521094101, 0.146535525888, 0.173719942557, 0.171659324859, 0.169011113813, 0.169567035259, 0.164201966878, 0.160823279433, 0.166134292476, 0.165126998948, 0.161995056887, 0.163452182682, 0.165162889182
1995, 0.015365898221, 0.013986025109, 0.013727865839, 0.014165858692, 0.014155702120, 0.014660055220, 0.014869688602, 0.015259085760, 0.014208931565, 0.014346156398, 0.014443404113, 0.263022113254, 0.290122607730, 0.289244744654, 0.279786125480, 0.280004420468, 0.275417583635, 0.273634462620, 0.264447875180, 0.276675811723, 0.273221737489, 0.267155450359, 0.026359488362, 0.027072258455, 0.027034812195, 0.026372610348, 0.026383344682, 0.026073709608, 0.025894706752, 0.025735260462, 0.026117180170, 0.026128545498, 0.025879513757, 0.047296541214, 0.049421022132, 0.048728888938, 0.047531598371, 0.047521395832, 0.046804898818, 0.046552712872, 0.046047162835, 0.046728008151, 0.046528994878, 0.046324646042, 0.151285919243, 0.151715725463, 0.154468474054, 0.154670762953, 0.151213764093, 0.151903468091, 0.149677613384, 0.152575683214, 0.153782270775, 0.151776509470, 0.150743498470, 0.025557865413, 0.025613426686, 0.025733092378, 0.025720212291, 0.025706368988, 0.025640865088, 0.025847850563, 0.026139456104, 0.026165558985, 0.026019173755, 0.025798131907, 0.152779823711, 0.152779823711, 0.145700416295, 0.145700416295, 0.146717518333, 0.146717518333, 0.138263517946, 0.138263517946, 0.142318474114, 0.142318474114, 0.144253278034, 0.171727222957, 0.171727222957, 0.168918574751, 0.168918574751, 0.162773120399, 0.162773120399, 0.169599301604, 0.169599301604, 0.164858781118, 0.164858781118, 0.168121574814
1996, 0.015257203488, 0.013639165007, 0.013514635684, 0.013962632898, 0.013834688653, 0.014214271948, 0.014561991476, 0.014639365870, 0.013486324775, 0.013135235523, 0.013198161878, 0.260723830149, 0.292501855634, 0.292078397298, 0.282403730199, 0.285153633294, 0.281701514847, 0.278743846595, 0.276918443876, 0.290344389707, 0.299181626491, 0.295256296826, 0.026277024047, 0.027112817881, 0.027094754778, 0.026417427326, 0.026552649756, 0.026319614008, 0.026022701427, 0.025991018967, 0.026410356547, 0.026381278395, 0.026220136718, 0.047236747170, 0.049727912370, 0.049394045303, 0.048169406966, 0.048040883651, 0.047501637838, 0.047083336242, 0.046982881920, 0.047730431787, 0.048239606544, 0.048107377962, 0.148870321821, 0.150135989319, 0.152619279699, 0.153195349746, 0.150491931529, 0.152357774188, 0.150982120325, 0.158287609330, 0.158787394261, 0.154176357427, 0.153994991164, 0.025291300266, 0.025454913761, 0.025562865742, 0.025526186357, 0.025515360713, 0.025338154302, 0.025466078360, 0.026201161089, 0.026211973256, 0.025875448821, 0.025836640392, 0.151717779093, 0.152359574059, 0.145684560480, 0.145243670155, 0.146131614589, 0.145136395777, 0.138558881209, 0.136249895912, 0.138928902957, 0.140569546594, 0.141583978381, 0.169650603490, 0.171711221188, 0.169063010142, 0.168507088696, 0.163142020315, 0.166520707760, 0.171831720803, 0.172839014332, 0.169707072271, 0.168249946475, 0.169960652975
1997, 0.015136533659, 0.013345175274, 0.013363125156, 0.013771550547, 0.013546123408, 0.013719340790, 0.014108064270, 0.013846248443, 0.013086590754, 0.012428593755, 0.012418837892, 0.258325097340, 0.293507098937, 0.293568136989, 0.284748038204, 0.289593139161, 0.288017814519, 0.284711370664, 0.290888082372, 0.299733493899, 0.316295878670, 0.316904446883, 0.026238661880, 0.027163983688, 0.027166587336, 0.026549088566, 0.026787339263, 0.026680996748, 0.026349071496, 0.026456277112, 0.026732549154, 0.026678052080, 0.026703034874, 0.047169411332, 0.049927423408, 0.049975547613, 0.048859082209, 0.048632634798, 0.048386557721, 0.047918928960, 0.048258841561, 0.048751349596, 0.049705623931, 0.049726124149, 0.146139191966, 0.148170779756, 0.150141530159, 0.151003679911, 0.149643152234, 0.152135233018, 0.152135233018, 0.160347438030, 0.159847653098, 0.155864156657, 0.156683958829, 0.025035121713, 0.025297746122, 0.025383417299, 0.025328522720, 0.025323074585, 0.025086391878, 0.025086391878, 0.025912708920, 0.025901896753, 0.025611171708, 0.025786591511, 0.150566588155, 0.151808760423, 0.146300728334, 0.145497224685, 0.146030498692, 0.144381401914, 0.142600319284, 0.139266347272, 0.138751295581, 0.140702457854, 0.139831401884, 0.167505950819, 0.171494206093, 0.169308977368, 0.168295834448, 0.165073727970, 0.170672278270, 0.172110413143, 0.173564856546, 0.174166987123, 0.172434076442, 0.170965154502
1998, 0.015005529769, 0.013112643014, 0.013271796554, 0.013595453025, 0.013308318331, 0.013237934587, 0.013559131652, 0.013050053561, 0.013010736880, 0.012385816413, 0.012309325653, 0.255848296625, 0.293024299684, 0.293565496660, 0.286576014343, 0.292747394543, 0.293387499158, 0.290655428382, 0.302665506777, 0.303123308005, 0.318853126301, 0.323624599991, 0.026241358335, 0.027219124374, 0.027242209754, 0.026752873201, 0.027056341724, 0.027099552078, 0.026825286637, 0.027033738629, 0.027048037305, 0.026996279719, 0.027192157094, 0.047095513386, 0.050009840619, 0.050436536310, 0.049551793929, 0.049263359678, 0.049363348638, 0.048976953185, 0.049637883657, 0.049663373798, 0.050569678180, 0.050730409954, 0.143121880411, 0.145807122628, 0.147072422275, 0.148089397248, 0.148368337391, 0.150752191071, 0.152127844934, 0.157311575292, 0.156104987731, 0.155541876588, 0.156686978103, 0.024790615941, 0.025137738597, 0.025192742878, 0.025127990308, 0.025129107304, 0.024902703350, 0.024774779292, 0.025296369380, 0.025270266499, 0.025229169308, 0.025474196084, 0.149337679945, 0.151100067039, 0.147388282168, 0.146364821658, 0.146407988692, 0.144670622318, 0.148476644951, 0.145971667426, 0.142612097113, 0.143291905117, 0.141364071350, 0.165311404912, 0.170969919273, 0.169497324562, 0.168206836621, 0.167946016144, 0.173844234590, 0.170771062249, 0.171863857276, 0.175791424241, 0.175187657672, 0.171936618228
